,Common Ground,Label,Transcript,Group
300,yellow != 50,0,and so that would mean yellow is fifty,4
301,yellow < 50,0,and so that would mean yellow is fifty,4
302,"blue = 50, purple = 10, red = 20",0,and so that would mean yellow is fifty,4
303,red > 10,0,I can tell you that the red cube is ten grams,5
304,red < 10,0,I can tell you that the red cube is ten grams,5
305,red != 10,0,I can tell you that the red cube is ten grams,5
306,"blue = 30, green = 20, red = 20",0,I can tell you that the red cube is ten grams,5
307,red > 10,0,alright reese you can fill out the survey on the end over there ok so we know red block is ten grams,5
308,red < 10,0,alright reese you can fill out the survey on the end over there ok so we know red block is ten grams,5
309,red != 10,0,alright reese you can fill out the survey on the end over there ok so we know red block is ten grams,5
310,"green = 10, purple = 40, red = 30",0,alright reese you can fill out the survey on the end over there ok so we know red block is ten grams,5
311,blue != red,0,"i'd say red block, blue block's basically the same because it's teetering",5
312,red < blue,0,"i'd say red block, blue block's basically the same because it's teetering",5
313,red > blue,0,"i'd say red block, blue block's basically the same because it's teetering",5
314,blue < red,0,"i'd say red block, blue block's basically the same because it's teetering",5
315,"blue = 20, purple = 10, yellow = 20",0,"ok so yeah that scale so red block, blue block are both ten",5
316,"green = 40, purple = 10, red = 30",0,"ok so yeah that scale so red block, blue block are both ten",5
317,"green = 10, purple = 20, yellow = 50",0,"ok so yeah that scale so red block, blue block are both ten",5
318,"green = 20, purple = 20, red = 10",0,"ok so yeah that scale so red block, blue block are both ten",5
319,green != 20,0,so green block one's twenty,5
320,green > 20,0,so green block one's twenty,5
321,green < 20,0,so green block one's twenty,5
322,blue != green + purple + red + yellow,0,so green block one's twenty,5
323,"blue = 20, purple = 10, yellow = 20",0,"so red block, blue block are both ten in theory ten ten twenty",5
324,"green = 40, purple = 10, red = 30",0,"so red block, blue block are both ten in theory ten ten twenty",5
325,"green = 20, purple = 20, red = 10",0,"so red block, blue block are both ten in theory ten ten twenty",5
326,"blue = 10, green = 20, red = 50",0,"so red block, blue block are both ten in theory ten ten twenty",5
327,green != 20,0,so the green we think is twenty ok so let's see we can use our hands as well,5
328,green > 20,0,so the green we think is twenty ok so let's see we can use our hands as well,5
329,green < 20,0,so the green we think is twenty ok so let's see we can use our hands as well,5
330,"blue = 50, green = 20, purple = 40",0,so the green we think is twenty ok so let's see we can use our hands as well,5
331,"green = 10, purple = 20, yellow = 50",0,purple block is heavier than green block one so green block is twenty purple block is heavier than green block one,5
332,purple < 20,0,purple block is heavier than green block one so green block is twenty purple block is heavier than green block one,5
333,"green = 30, purple = 50, yellow = 30",0,purple block is heavier than green block one so green block is twenty purple block is heavier than green block one,5
334,"blue = 50, green = 10, red = 40",0,purple block is heavier than green block one so green block is twenty purple block is heavier than green block one,5
335,purple < 20,0,ok so purple block's heavier ok ok so greather than twenty,5
336,purple = 20,0,ok so purple block's heavier ok ok so greather than twenty,5
337,purple != 20,0,ok so purple block's heavier ok ok so greather than twenty,5
338,"purple = 40, red = 50, yellow = 10",0,ok so purple block's heavier ok ok so greather than twenty,5
339,"blue = 20, purple = 10, yellow = 20",0,teeter teeter we know purple block's less than forty and greater than twenty so purple block's likely thirty we don't have any other options it purple block's gonna be thirty,5
340,"green = 40, purple = 10, red = 30",0,teeter teeter we know purple block's less than forty and greater than twenty so purple block's likely thirty we don't have any other options it purple block's gonna be thirty,5
341,"green = 10, purple = 20, yellow = 50",0,teeter teeter we know purple block's less than forty and greater than twenty so purple block's likely thirty we don't have any other options it purple block's gonna be thirty,5
342,"green = 20, purple = 20, red = 10",0,teeter teeter we know purple block's less than forty and greater than twenty so purple block's likely thirty we don't have any other options it purple block's gonna be thirty,5
343,"blue = 20, purple = 10, yellow = 20",0,Thirty twenty,5
344,"green = 40, purple = 10, red = 30",0,Thirty twenty,5
345,"green = 10, purple = 20, yellow = 50",0,Thirty twenty,5
346,"green = 20, purple = 20, red = 10",0,Thirty twenty,5
347,"green = 10, purple = 20, yellow = 50",0,"purple block, green block looks almost a little bit heavier but it is it's close enough so fifty is not an option yeah definitely let's put sixty",5
348,"blue = 50, purple = 40, red = 40",0,"purple block, green block looks almost a little bit heavier but it is it's close enough so fifty is not an option yeah definitely let's put sixty",5
349,"blue = 10, green = 20, red = 50",0,"purple block, green block looks almost a little bit heavier but it is it's close enough so fifty is not an option yeah definitely let's put sixty",5
350,"green = 30, purple = 50, yellow = 30",0,"purple block, green block looks almost a little bit heavier but it is it's close enough so fifty is not an option yeah definitely let's put sixty",5
351,"green = 10, purple = 20, yellow = 50",0,"and purple block is thirty right and red block is ten so purple block, red block would be forty so yellow block's more than forty and less than sixty so yellow block's gotta be fifty",5
352,"green = 30, purple = 50, yellow = 30",0,"and purple block is thirty right and red block is ten so purple block, red block would be forty so yellow block's more than forty and less than sixty so yellow block's gotta be fifty",5
353,"blue = 50, green = 10, red = 40",0,"and purple block is thirty right and red block is ten so purple block, red block would be forty so yellow block's more than forty and less than sixty so yellow block's gotta be fifty",5
354,"blue = 50, green = 40, yellow = 50",0,"and purple block is thirty right and red block is ten so purple block, red block would be forty so yellow block's more than forty and less than sixty so yellow block's gotta be fifty",5
355,"green = 40, purple = 10, red = 30",0,i think yellow block is fifty and purple block is thirty,5
356,"green = 10, purple = 20, yellow = 50",0,i think yellow block is fifty and purple block is thirty,5
357,"blue = 50, purple = 40, red = 40",0,i think yellow block is fifty and purple block is thirty,5
358,"blue = 10, green = 20, red = 50",0,i think yellow block is fifty and purple block is thirty,5
359,purple != 30,0,yeah let's go thirty ok so purple block's thirty,5
360,purple > 30,0,yeah let's go thirty ok so purple block's thirty,5
361,purple < 30,0,yeah let's go thirty ok so purple block's thirty,5
362,"green = 30, purple = 20, yellow = 30",0,yeah let's go thirty ok so purple block's thirty,5
363,red > 10,0,I will tell you that the red cube is ten grams,6
364,red < 10,0,I will tell you that the red cube is ten grams,6
365,red != 10,0,I will tell you that the red cube is ten grams,6
366,"purple = 40, red = 10, yellow = 50",0,I will tell you that the red cube is ten grams,6
367,red > 10,0,i guess if red block red one's ten grams,6
368,red < 10,0,i guess if red block red one's ten grams,6
369,red != 10,0,i guess if red block red one's ten grams,6
370,"blue = 30, purple = 20, yellow = 40",0,i guess if red block red one's ten grams,6
371,blue != red,0,"seems like red block, blue block might be about the same",6
372,red < blue,0,"seems like red block, blue block might be about the same",6
373,red > blue,0,"seems like red block, blue block might be about the same",6
374,blue < red,0,"seems like red block, blue block might be about the same",6
375,"blue = 20, purple = 10, yellow = 20",0,"it's just stuff written at the bottom that's a so red block, green block's a ten and a twenty right now right that's looking",6
376,"green = 40, purple = 10, red = 30",0,"it's just stuff written at the bottom that's a so red block, green block's a ten and a twenty right now right that's looking",6
377,"green = 10, purple = 20, yellow = 50",0,"it's just stuff written at the bottom that's a so red block, green block's a ten and a twenty right now right that's looking",6
378,"green = 20, purple = 20, red = 10",0,"it's just stuff written at the bottom that's a so red block, green block's a ten and a twenty right now right that's looking",6
379,"blue = 20, purple = 10, yellow = 20",0,ok so purple block's more than twenty but it almost seems like the thirty takes it past but,6
380,"green = 40, purple = 10, red = 30",0,ok so purple block's more than twenty but it almost seems like the thirty takes it past but,6
381,"green = 10, purple = 20, yellow = 50",0,ok so purple block's more than twenty but it almost seems like the thirty takes it past but,6
382,"green = 20, purple = 20, red = 10",0,ok so purple block's more than twenty but it almost seems like the thirty takes it past but,6
383,"green = 10, purple = 20, yellow = 50",0,"if red block, blue block, green block, yellow block, purple block're only in increments of ten purple block has to be",6
384,purple < 20,0,"if red block, blue block, green block, yellow block, purple block're only in increments of ten purple block has to be",6
385,"green = 30, purple = 50, yellow = 30",0,"if red block, blue block, green block, yellow block, purple block're only in increments of ten purple block has to be",6
386,"blue = 50, green = 10, red = 40",0,"if red block, blue block, green block, yellow block, purple block're only in increments of ten purple block has to be",6
387,yellow > 50,0,Fifty,6
388,"green = 50, red = 50, yellow = 50",0,Fifty,6
389,blue < 50,0,Fifty,6
390,purple = 50,0,Fifty,6
391,"green = 40, purple = 10, red = 30",0,"yeah purple block, green block's considerably heavier so purple block one did we say purple block was thirty",6
392,"blue = 30, red = 10, yellow = 10",0,"yeah purple block, green block's considerably heavier so purple block one did we say purple block was thirty",6
393,"green = 30, purple = 50, yellow = 30",0,"yeah purple block, green block's considerably heavier so purple block one did we say purple block was thirty",6
394,"blue = 30, green = 10, red = 40",0,"yeah purple block, green block's considerably heavier so purple block one did we say purple block was thirty",6
395,"blue = 20, purple = 10, yellow = 20",0,yeah purple block's thirty green is twenty,6
396,"green = 40, purple = 10, red = 30",0,yeah purple block's thirty green is twenty,6
397,"green = 10, purple = 20, yellow = 50",0,yeah purple block's thirty green is twenty,6
398,"green = 20, purple = 20, red = 10",0,yeah purple block's thirty green is twenty,6
399,"blue = 20, purple = 10, yellow = 20",0,red and small blue are both ten,6
400,"green = 40, purple = 10, red = 30",0,red and small blue are both ten,6
401,"green = 10, purple = 20, yellow = 50",0,red and small blue are both ten,6
402,"green = 20, purple = 20, red = 10",0,red and small blue are both ten,6
403,"green = 10, purple = 20, yellow = 50",0,"but green block, purple block's too heavy",6
404,purple < 20,0,"but green block, purple block's too heavy",6
405,"green = 30, purple = 50, yellow = 30",0,"but green block, purple block's too heavy",6
406,"blue = 50, green = 10, red = 40",0,"but green block, purple block's too heavy",6
407,"green = 10, purple = 20, yellow = 50",0,"purple block, green block is fifty on here so then",6
408,"blue = 50, purple = 40, red = 40",0,"purple block, green block is fifty on here so then",6
409,"blue = 10, green = 20, red = 50",0,"purple block, green block is fifty on here so then",6
410,"green = 30, purple = 50, yellow = 30",0,"purple block, green block is fifty on here so then",6
411,"green = 40, purple = 10, red = 30",0,"so purple block, blue block should be forty right there",6
412,"blue = 50, purple = 40, red = 40",0,"so purple block, blue block should be forty right there",6
413,"blue = 40, green = 40, yellow = 10",0,"so purple block, blue block should be forty right there",6
414,"blue = 30, green = 10, red = 40",0,"so purple block, blue block should be forty right there",6
415,"green = 10, purple = 20, yellow = 50",0,i would say yellow is like forty five but we could say fifty since we're,6
416,"green = 30, purple = 50, yellow = 30",0,i would say yellow is like forty five but we could say fifty since we're,6
417,"blue = 40, green = 40, yellow = 10",0,i would say yellow is like forty five but we could say fifty since we're,6
418,"blue = 10, green = 40, yellow = 30",0,i would say yellow is like forty five but we could say fifty since we're,6
419,red > 10,0,I will tell you that the red cube is ten grams,7
420,red < 10,0,I will tell you that the red cube is ten grams,7
421,red != 10,0,I will tell you that the red cube is ten grams,7
422,"blue = 50, purple = 30, yellow = 10",0,I will tell you that the red cube is ten grams,7
423,blue != 10,0,blue block seems to be ten,7
424,blue > 10,0,blue block seems to be ten,7
425,blue < 10,0,blue block seems to be ten,7
426,"blue = 30, green = 50, yellow = 50",0,blue block seems to be ten,7
427,"blue = 20, purple = 10, yellow = 20",0,"yeah red block, blue block should be twenty as well",7
428,"green = 10, purple = 20, yellow = 50",0,"yeah red block, blue block should be twenty as well",7
429,"green = 20, purple = 20, red = 10",0,"yeah red block, blue block should be twenty as well",7
430,purple < 20,0,"yeah red block, blue block should be twenty as well",7
431,purple != 30,0,yeah i think purple block's yeah thirty,7
432,purple > 30,0,yeah i think purple block's yeah thirty,7
433,purple < 30,0,yeah i think purple block's yeah thirty,7
434,"blue = 40, red = 30, yellow = 50",0,yeah i think purple block's yeah thirty,7
435,"blue = 20, purple = 10, yellow = 20",0,So is twenty and there is thirty,7
436,"green = 40, purple = 10, red = 30",0,So is twenty and there is thirty,7
437,"green = 10, purple = 20, yellow = 50",0,So is twenty and there is thirty,7
438,"green = 20, purple = 20, red = 10",0,So is twenty and there is thirty,7
439,yellow > 50,0,Fifty I guess,7
440,"green = 50, red = 50, yellow = 50",0,Fifty I guess,7
441,blue < 50,0,Fifty I guess,7
442,purple = 50,0,Fifty I guess,7
443,yellow > 50,0,ah yeah because yeah so yellow block's fifty,7
444,yellow != 50,0,ah yeah because yeah so yellow block's fifty,7
445,yellow < 50,0,ah yeah because yeah so yellow block's fifty,7
446,"purple = 40, red = 40, yellow = 50",0,ah yeah because yeah so yellow block's fifty,7
447,yellow > 50,0,no okay i think yellow block's fifty,7
448,yellow != 50,0,no okay i think yellow block's fifty,7
449,yellow < 50,0,no okay i think yellow block's fifty,7
450,green != 30,0,no okay i think yellow block's fifty,7
451,green != 20,0,yeah green is for twenty,8
452,green > 20,0,yeah green is for twenty,8
453,green < 20,0,yeah green is for twenty,8
454,"purple = 30, red = 10, yellow = 20",0,yeah green is for twenty,8
455,"blue = 20, purple = 10, yellow = 20",0,so twenty purple block's thirty,8
456,"green = 40, purple = 10, red = 30",0,so twenty purple block's thirty,8
457,"green = 10, purple = 20, yellow = 50",0,so twenty purple block's thirty,8
458,"green = 20, purple = 20, red = 10",0,so twenty purple block's thirty,8
459,yellow = 40,0,oh yellow block's more than forty,8
460,yellow < 40,0,oh yellow block's more than forty,8
461,yellow != 40,0,oh yellow block's more than forty,8
462,yellow = 40,0,oh yellow block's more than forty,8
463,"green = 40, purple = 10, red = 30",0,Between forty and fifty,8
464,"green = 10, purple = 20, yellow = 50",0,Between forty and fifty,8
465,"blue = 50, purple = 40, red = 40",0,Between forty and fifty,8
466,"blue = 10, green = 20, red = 50",0,Between forty and fifty,8
467,"green = 50, red = 50, yellow = 50",0,But we don't and less than fifty actually,8
468,blue < 50,0,But we don't and less than fifty actually,8
469,purple = 50,0,But we don't and less than fifty actually,8
470,"blue = 50, green = 50, red = 50",0,But we don't and less than fifty actually,8
471,yellow > 50,0,Fifty is too heavy,8
472,"green = 50, red = 50, yellow = 50",0,Fifty is too heavy,8
473,blue < 50,0,Fifty is too heavy,8
474,purple = 50,0,Fifty is too heavy,8
475,yellow > 40,0,so yellow block's forty one,8
476,yellow < 40,0,so yellow block's forty one,8
477,yellow != 40,0,so yellow block's forty one,8
478,"blue = 20, red = 50, yellow = 10",0,so yellow block's forty one,8
479,"blue = 20, purple = 10, yellow = 20",0,ok minus one it is yeah so yellow block is forty nine,8
480,yellow != blue + green + red,0,ok minus one it is yeah so yellow block is forty nine,8
481,"green = 10, purple = 20, yellow = 50",0,ok minus one it is yeah so yellow block is forty nine,8
482,yellow < green,0,ok minus one it is yeah so yellow block is forty nine,8
483,yellow > 50,0,ok so yellow block's probably meant to be just fifty and was placed differently,8
484,yellow != 50,0,ok so yellow block's probably meant to be just fifty and was placed differently,8
485,yellow < 50,0,ok so yellow block's probably meant to be just fifty and was placed differently,8
486,red < green + purple + yellow,0,ok so yellow block's probably meant to be just fifty and was placed differently,8
487,red > 10,0,The red cube is ten grams,9
488,red < 10,0,The red cube is ten grams,9
489,red != 10,0,The red cube is ten grams,9
490,"blue = 10, purple = 30, red = 10",0,The red cube is ten grams,9
491,blue != red,0,"i would say red block, blue block's equal probably",9
492,red < blue,0,"i would say red block, blue block's equal probably",9
493,red > blue,0,"i would say red block, blue block's equal probably",9
494,blue < red,0,"i would say red block, blue block's equal probably",9
495,"blue = 50, green = 30, red = 40",0,"yeah red block, blue block, green block's probably equal",9
496,"blue = 40, green = 20, red = 10",0,"yeah red block, blue block, green block's probably equal",9
497,"blue = 30, green = 10, red = 10",0,"yeah red block, blue block, green block's probably equal",9
498,"blue = 10, green = 20, red = 50",0,"yeah red block, blue block, green block's probably equal",9
499,"blue = 20, purple = 10, yellow = 20",0,So we got ten ten,9
500,"green = 40, purple = 10, red = 30",0,So we got ten ten,9
501,"green = 10, purple = 20, yellow = 50",0,So we got ten ten,9
502,"green = 20, purple = 20, red = 10",0,So we got ten ten,9
503,"blue = 20, purple = 10, yellow = 20",0,"green block, blue block was twenty and ten right ok",9
504,"green = 40, purple = 10, red = 30",0,"green block, blue block was twenty and ten right ok",9
505,"green = 10, purple = 20, yellow = 50",0,"green block, blue block was twenty and ten right ok",9
506,"green = 20, purple = 20, red = 10",0,"green block, blue block was twenty and ten right ok",9
507,"green = 30, purple = 30, red = 30",0,Look we have the thirty gram block and then,9
508,yellow < 30,0,Look we have the thirty gram block and then,9
509,"blue = 30, purple = 30, red = 30",0,Look we have the thirty gram block and then,9
510,blue < 30,0,Look we have the thirty gram block and then,9
511,"green = 10, purple = 40, yellow = 40",0,"just like ever so slightly though so green block, purple block, yellow block's probably probably say green block, purple block, yellow block's equal",9
512,"green = 10, purple = 20, yellow = 50",0,"just like ever so slightly though so green block, purple block, yellow block's probably probably say green block, purple block, yellow block's equal",9
513,"green = 10, purple = 10, yellow = 40",0,"just like ever so slightly though so green block, purple block, yellow block's probably probably say green block, purple block, yellow block's equal",9
514,"green = 50, purple = 30, yellow = 10",0,"just like ever so slightly though so green block, purple block, yellow block's probably probably say green block, purple block, yellow block's equal",9
515,"green = 40, purple = 10, red = 30",0,purple block one was thirty so yellow block should be fifty less,9
516,"green = 10, purple = 20, yellow = 50",0,purple block one was thirty so yellow block should be fifty less,9
517,"blue = 50, purple = 40, red = 40",0,purple block one was thirty so yellow block should be fifty less,9
518,"blue = 10, green = 20, red = 50",0,purple block one was thirty so yellow block should be fifty less,9
519,red > 10,0,I will tell you that the red cube is ten grams,10
520,red < 10,0,I will tell you that the red cube is ten grams,10
521,red != 10,0,I will tell you that the red cube is ten grams,10
522,"blue = 10, green = 40, purple = 20",0,I will tell you that the red cube is ten grams,10
523,"blue = 10, green = 20, red = 20",0,"i guess green block is like twenty and red block, blue block is like ten and ten",10
524,"blue = 10, green = 10, red = 20",0,"i guess green block is like twenty and red block, blue block is like ten and ten",10
525,"blue = 20, green = 10, red = 10",0,"i guess green block is like twenty and red block, blue block is like ten and ten",10
526,"blue = 20, green = 10, red = 20",0,"i guess green block is like twenty and red block, blue block is like ten and ten",10
527,blue != red,0,"it looks like red block, blue block're fairly equal",10
528,red < blue,0,"it looks like red block, blue block're fairly equal",10
529,red > blue,0,"it looks like red block, blue block're fairly equal",10
530,blue < red,0,"it looks like red block, blue block're fairly equal",10
531,"blue = 10, green = 20, red = 20",0,"right so then green block's twenty red block, blue block two are ten",10
532,"blue = 10, green = 10, red = 20",0,"right so then green block's twenty red block, blue block two are ten",10
533,"blue = 20, green = 10, red = 10",0,"right so then green block's twenty red block, blue block two are ten",10
534,"blue = 20, green = 10, red = 20",0,"right so then green block's twenty red block, blue block two are ten",10
535,blue != red,0,"yeah red block, blue block're together",10
536,red < blue,0,"yeah red block, blue block're together",10
537,red > blue,0,"yeah red block, blue block're together",10
538,blue < red,0,"yeah red block, blue block're together",10
539,purple < green,0,"alright well now let's do green block, purple block two i can already tell purple block one's heavier yeah",10
540,green != purple,0,"alright well now let's do green block, purple block two i can already tell purple block one's heavier yeah",10
541,green > purple,0,"alright well now let's do green block, purple block two i can already tell purple block one's heavier yeah",10
542,green = purple,0,"alright well now let's do green block, purple block two i can already tell purple block one's heavier yeah",10
543,"green = 40, purple = 10, red = 30",0,"i say green block, red block, purple block are equal green block, red block, purple block are the instructions i suppose",10
544,"green = 50, purple = 40, red = 30",0,"i say green block, red block, purple block are equal green block, red block, purple block are the instructions i suppose",10
545,"green = 20, purple = 40, red = 40",0,"i say green block, red block, purple block are equal green block, red block, purple block are the instructions i suppose",10
546,"green = 20, purple = 20, red = 10",0,"i say green block, red block, purple block are equal green block, red block, purple block are the instructions i suppose",10
547,"blue = 20, purple = 10, yellow = 20",0,we we moved green block and checked the two tens remember we didn't do green block one okay yeah sure sure sure yeah yeah put thirty thirty yeah,10
548,"green = 40, purple = 10, red = 30",0,we we moved green block and checked the two tens remember we didn't do green block one okay yeah sure sure sure yeah yeah put thirty thirty yeah,10
549,"green = 10, purple = 20, yellow = 50",0,we we moved green block and checked the two tens remember we didn't do green block one okay yeah sure sure sure yeah yeah put thirty thirty yeah,10
550,"green = 20, purple = 20, red = 10",0,we we moved green block and checked the two tens remember we didn't do green block one okay yeah sure sure sure yeah yeah put thirty thirty yeah,10
551,"green = 50, purple = 20, yellow = 30",0,so purple block one's thirty and what's green block one twenty right twenty okay so yellow block one's gonna be fifty okay,10
552,"green = 20, purple = 50, yellow = 30",0,so purple block one's thirty and what's green block one twenty right twenty okay so yellow block one's gonna be fifty okay,10
553,"green = 30, purple = 50, yellow = 20",0,so purple block one's thirty and what's green block one twenty right twenty okay so yellow block one's gonna be fifty okay,10
554,"green = 50, purple = 30, yellow = 20",0,so purple block one's thirty and what's green block one twenty right twenty okay so yellow block one's gonna be fifty okay,10
555,yellow > 50,0,But there's no like I mean between weights so fifty,10
556,"green = 50, red = 50, yellow = 50",0,But there's no like I mean between weights so fifty,10
557,blue < 50,0,But there's no like I mean between weights so fifty,10
558,purple = 50,0,But there's no like I mean between weights so fifty,10
559,yellow != 50,0,yellow block is like less than fifty less than fifty,10
560,yellow = 50,0,yellow block is like less than fifty less than fifty,10
561,yellow > 50,0,yellow block is like less than fifty less than fifty,10
562,"green = 30, purple = 50, yellow = 10",0,yellow block is like less than fifty less than fifty,10
563,yellow != 50,0,yeah yeah it's it's almost settled down so yellow block's less than fifty,10
564,yellow = 50,0,yeah yeah it's it's almost settled down so yellow block's less than fifty,10
565,yellow > 50,0,yeah yeah it's it's almost settled down so yellow block's less than fifty,10
566,"blue = 30, purple = 50, red = 30",0,yeah yeah it's it's almost settled down so yellow block's less than fifty,10
567,yellow > 50,0,should i oh yeah yellow block is fifty grams,10
568,yellow != 50,0,should i oh yeah yellow block is fifty grams,10
569,yellow < 50,0,should i oh yeah yellow block is fifty grams,10
570,"green = 50, purple = 30, red = 20",0,should i oh yeah yellow block is fifty grams,10
571,"green = 10, purple = 20, yellow = 50",0,"so purple block was thirty right thirty green block was twenty and red block, blue block are tens",10
572,purple < 20,0,"so purple block was thirty right thirty green block was twenty and red block, blue block are tens",10
573,"green = 30, purple = 50, yellow = 30",0,"so purple block was thirty right thirty green block was twenty and red block, blue block are tens",10
574,"blue = 50, green = 10, red = 40",0,"so purple block was thirty right thirty green block was twenty and red block, blue block are tens",10
