,Common Ground,Label,Transcript
314,blue block equals thirty and green block equals ten and yellow block equals fifty,0,Yeah I'd make it a five if we had a five option 
315,purple block equals fifty,0,Yellow fifty
316,red block equals forty and blue block equals forty and yellow block equals fifty,0,Yellow fifty
317,red block does not equal blue block plus green block,0,Yellow fifty
318,red block equals fifty and green block equals forty and purple block equals forty,0,Yellow fifty
319,blue block equals forty and green block equals thirty and purple block equals forty,0,I think that's fifty
320,green block does not equal red block,0,I think that's fifty
321,red block equals forty and green block equals twenty and purple block equals ten,0,I think that's fifty
322,blue block does not equal yellow block,0,I think that's fifty
323,red block equals ten and blue block equals fifty and purple block equals thirty,0,And that one's thirty thirty
324,blue block equals thirty and green block equals thirty and yellow block equals forty,0,And that one's thirty thirty
325,red block equals twenty and green block equals forty and purple block equals forty,0,And that one's thirty thirty
326,red block equals ten and blue block equals ten and purple block equals twenty,0,And that one's thirty thirty
327,green block equals forty and purple block equals forty and yellow block equals ten,0,I will tell you that the red cube is ten grams
328,yellow block equals fifty,0,I will tell you that the red cube is ten grams
329,blue block equals forty and green block equals ten and yellow block equals fifty,0,I will tell you that the red cube is ten grams
330,blue block equals fifty and purple block equals ten and yellow block equals forty,0,I will tell you that the red cube is ten grams
331,blue block is more than red block,0,We got red ten
332,blue block equals fifty and green block equals twenty and yellow block equals forty,0,We got red ten
333,red block equals fifty and purple block equals twenty and yellow block equals forty,0,We got red ten
334,red block equals ten and blue block equals forty and purple block equals thirty,0,We got red ten
335,red block equals fifty and blue block equals forty and purple block equals twenty,0,Seems like it might be about the same
336,blue block equals twenty and green block equals twenty and yellow block equals fifty,0,Seems like it might be about the same
337,purple block is more than red block plus blue block plus yellow block,0,Seems like it might be about the same
338,red block equals fifty and blue block equals thirty and yellow block equals ten,0,Seems like it might be about the same
339,green block equals ten and purple block equals ten and yellow block equals thirty,0,Too heavy so
340,green block equals fifty and purple block equals forty and yellow block equals ten,0,Too heavy so
341,blue block is more than red block plus yellow block,0,Too heavy so
342,red block equals fifty and green block equals ten and yellow block equals thirty,0,Too heavy so
343,blue block equals forty and green block equals fifty and purple block equals twenty,0,That's looking pretty even
344,blue block equals twenty and green block equals fifty and purple block equals ten,0,That's looking pretty even
345,green block equals ten and purple block equals twenty and yellow block equals fifty,0,That's looking pretty even
346,red block equals thirty and purple block equals fifty and yellow block equals fifty,0,That's looking pretty even
347,yellow block does not equal thirty,0,It's just different at the bottom that's a so that's a ten and a twenty right now right that's looking
348,red block equals twenty and blue block equals ten and green block equals thirty,0,It's just different at the bottom that's a so that's a ten and a twenty right now right that's looking
349,red block equals thirty and blue block equals ten and yellow block equals thirty,0,It's just different at the bottom that's a so that's a ten and a twenty right now right that's looking
350,yellow block is more than red block plus blue block plus green block plus purple block,0,It's just different at the bottom that's a so that's a ten and a twenty right now right that's looking
351,yellow block is less than green block,0,Ok so it's more than twenty but it almost seems like the thirty takes it past but
352,green block equals twenty and purple block equals ten and yellow block equals forty,0,Ok so it's more than twenty but it almost seems like the thirty takes it past but
353,blue block equals ten and purple block equals twenty and yellow block equals twenty,0,Ok so it's more than twenty but it almost seems like the thirty takes it past but
354,red block equals thirty and green block equals fifty and purple block equals twenty,0,Ok so it's more than twenty but it almost seems like the thirty takes it past but
355,blue block equals thirty and green block equals twenty and yellow block equals ten,0,I think it could also be the position
356,yellow block does not equal green block plus purple block,0,I think it could also be the position
357,red block equals twenty and blue block equals ten and yellow block equals fifty,0,I think it could also be the position
358,red block equals ten and purple block equals forty and yellow block equals forty,0,I think it could also be the position
359,red block is more than fifty,0,Fifty
360,blue block equals twenty and green block equals forty and purple block equals fifty,0,Fifty
361,red block is more than blue block plus purple block,0,Fifty
362,purple block does not equal twenty,0,Fifty
363,green block equals ten and purple block equals twenty and yellow block equals fifty,0,Yeah that's considerably heavier so this one did we say this was thirty
364,green block equals thirty and purple block equals forty and yellow block equals ten,0,Yeah that's considerably heavier so this one did we say this was thirty
365,red block equals thirty and purple block equals fifty and yellow block equals forty,0,Yeah that's considerably heavier so this one did we say this was thirty
366,red block equals forty and green block equals forty and purple block equals fifty,0,Yeah that's considerably heavier so this one did we say this was thirty
367,red block equals fifty and purple block equals thirty and yellow block equals thirty,0,Yeah that's thirty green is twenty
368,red block equals ten and green block equals forty and purple block equals ten,0,Yeah that's thirty green is twenty
369,red block equals ten and purple block equals forty and yellow block equals thirty,0,Yeah that's thirty green is twenty
370,red block equals forty and green block equals thirty and yellow block equals ten,0,Yeah that's thirty green is twenty
371,red block equals ten and blue block equals twenty and yellow block equals twenty,0,Red and small blue are both ten
372,red block equals twenty and blue block equals forty and green block equals ten,0,Red and small blue are both ten
373,red block equals forty and green block equals ten and purple block equals twenty,0,Red and small blue are both ten
374,red block is more than blue block plus yellow block,0,Red and small blue are both ten
375,red block equals thirty and blue block equals fifty and green block equals thirty,0,But it's too heavy
376,purple block is more than red block plus yellow block,0,But it's too heavy
377,red block equals twenty and purple block equals fifty and yellow block equals ten,0,But it's too heavy
378,blue block equals ten and green block equals fifty and purple block equals ten,0,But it's too heavy
379,red block equals thirty and purple block equals ten and yellow block equals thirty,0,Yeah green and big blue
380,blue block equals fifty and green block equals forty and purple block equals thirty,0,Yeah green and big blue
381,red block equals twenty and blue block equals twenty and purple block equals twenty,0,Yeah green and big blue
382,blue block equals thirty and green block equals fifty and purple block equals ten,0,Yeah green and big blue
383,yellow block equals red block plus blue block plus green block plus purple block,0,Big blue was forty
384,red block equals twenty and blue block equals fifty and purple block equals forty,0,Big blue was forty
385,green block equals ten and purple block equals forty and yellow block equals thirty,0,Big blue was forty
386,red block equals ten and purple block equals thirty and yellow block equals thirty,0,Big blue was forty
387,purple block does not equal blue block plus green block,0,I would say that it is at least closest to fifty
388,red block equals fifty and green block equals twenty and yellow block equals thirty,0,I would say that it is at least closest to fifty
389,purple block is more than blue block plus green block,0,I would say that it is at least closest to fifty
390,red block equals ten and blue block equals fifty and yellow block equals ten,0,I would say that it is at least closest to fifty
391,red block equals forty and green block equals ten and yellow block equals twenty,0,You will determine the weights of the remaining cubes using the scale here
392,red block equals thirty and blue block equals ten and yellow block equals ten,0,You will determine the weights of the remaining cubes using the scale here
393,green block equals twenty and purple block equals forty and yellow block equals ten,0,You will determine the weights of the remaining cubes using the scale here
394,green block equals forty and purple block equals fifty and yellow block equals twenty,0,You will determine the weights of the remaining cubes using the scale here
395,red block equals twenty and blue block equals thirty and purple block equals twenty,0,It seems to be ten
396,red block equals twenty and green block equals thirty and yellow block equals thirty,0,It seems to be ten
397,red block equals forty and blue block equals twenty and green block equals forty,0,It seems to be ten
398,red block equals ten and green block equals fifty and purple block equals twenty,0,It seems to be ten
399,blue block equals thirty and purple block equals fifty and yellow block equals fifty,0,Okay
400,red block equals ten and blue block equals forty and purple block equals forty,0,Okay
401,red block equals thirty and green block equals thirty and purple block equals twenty,0,Okay
402,blue block equals twenty and purple block equals ten and yellow block equals forty,0,Okay
403,red block equals fifty and blue block equals fifty and green block equals thirty,0,This is
404,green block equals forty and purple block equals fifty and yellow block equals twenty,0,This is
405,green block does not equal ten,0,This is
406,blue block equals ten and green block equals ten and purple block equals forty,0,This is
407,red block equals fifty and green block equals forty and purple block equals ten,0,Yup
408,red block equals forty and blue block equals twenty and green block equals twenty,0,Yup
409,red block equals fifty and purple block equals ten and yellow block equals thirty,0,Yup
410,red block equals thirty and blue block equals ten and yellow block equals thirty,0,Yup
411,red block equals twenty and green block equals forty and purple block equals thirty,0,so is twenty plus
412,red block equals fifty and blue block equals thirty and yellow block equals fifty,0,so is twenty plus
413,red block equals twenty and green block equals forty and purple block equals thirty,0,so is twenty plus
414,red block equals twenty and green block equals ten and purple block equals twenty,0,so is twenty plus
415,blue block equals thirty and purple block equals forty and yellow block equals thirty,0,Yeah I think fifty seems right
416,blue block equals ten and green block equals thirty and purple block equals twenty,0,Yeah I think fifty seems right
417,blue block equals fifty and green block equals thirty and purple block equals fifty,0,Yeah I think fifty seems right
418,green block equals fifty and purple block equals twenty and yellow block equals twenty,0,Yeah I think fifty seems right
419,green block equals fifty and purple block equals twenty and yellow block equals forty,0,So now we've kind of destructed everything
420,red block equals ten and blue block equals forty and green block equals twenty,0,So now we've kind of destructed everything
421,blue block equals ten and purple block equals forty and yellow block equals fifty,0,So now we've kind of destructed everything
422,blue block equals ten and green block equals forty and purple block equals thirty,0,So now we've kind of destructed everything
423,red block equals fifty and blue block equals twenty and yellow block equals thirty,0,That is correct
424,purple block equals green block plus yellow block,0,That is correct
425,green block equals thirty and purple block equals forty and yellow block equals thirty,0,That is correct
426,red block equals thirty and green block equals forty and yellow block equals forty,0,That is correct
427,blue block equals forty and green block equals forty and purple block equals thirty,0,Without using
428,green block equals fifty and purple block equals twenty and yellow block equals fifty,0,Without using
429,red block equals ten and purple block equals ten and yellow block equals forty,0,Without using
430,red block equals thirty and blue block equals ten and green block equals twenty,0,Without using
431,yellow block is less than red block plus green block,0,Yeah green is for twenty
432,red block equals fifty and purple block equals twenty and yellow block equals thirty,0,Yeah green is for twenty
433,blue block equals thirty and purple block equals ten and yellow block equals forty,0,Yeah green is for twenty
434,red block equals thirty and green block equals thirty and purple block equals thirty,0,Yeah green is for twenty
435,purple block equals blue block plus green block,0,So twenty that's thirty
436,red block equals twenty and blue block equals forty and green block equals fifty,0,So twenty that's thirty
437,blue block is more than forty,0,So twenty that's thirty
438,red block equals ten and blue block equals fifty and purple block equals ten,0,So twenty that's thirty
439,red block equals thirty and green block equals ten and yellow block equals forty,0,Oh that's too left
440,red block equals twenty and green block equals thirty and yellow block equals thirty,0,Oh that's too left
441,blue block equals fifty and purple block equals thirty and yellow block equals twenty,0,Oh that's too left
442,red block does not equal blue block plus green block plus yellow block,0,Oh that's too left
443,red block equals ten and blue block equals twenty and green block equals ten,0,Oh it's more than forty
444,red block equals fifty and green block equals thirty and purple block equals twenty,0,Oh it's more than forty
445,purple block is more than red block plus blue block plus yellow block,0,Oh it's more than forty
446,red block equals thirty,0,Oh it's more than forty
447,blue block is more than red block plus green block,0,Between forty and fifty
448,red block equals ten and green block equals thirty and purple block equals thirty,0,Between forty and fifty
449,blue block equals thirty and green block equals forty and purple block equals forty,0,Between forty and fifty
450,green block equals forty and purple block equals ten and yellow block equals twenty,0,Between forty and fifty
451,red block equals thirty and green block equals forty and purple block equals ten,0,Yeah it's more than forty
452,red block equals twenty,0,Yeah it's more than forty
453,red block equals fifty and green block equals twenty and yellow block equals twenty,0,Yeah it's more than forty
454,red block equals thirty and purple block equals forty and yellow block equals twenty,0,Yeah it's more than forty
455,blue block equals forty and purple block equals ten and yellow block equals twenty,0,But we don't and less than fifty actually
456,red block equals fifty and blue block equals ten and purple block equals thirty,0,But we don't and less than fifty actually
457,red block equals thirty and blue block equals ten and green block equals ten,0,But we don't and less than fifty actually
458,blue block equals fifty and purple block equals twenty and yellow block equals fifty,0,But we don't and less than fifty actually
459,blue block equals thirty and green block equals thirty and purple block equals twenty,0,Fifty is too heavy
460,purple block is more than blue block plus yellow block,0,Fifty is too heavy
461,green block does not equal red block,0,Fifty is too heavy
462,red block equals thirty and blue block equals fifty and purple block equals ten,0,Fifty is too heavy
463,red block equals blue block plus green block,0,So it's forty one
464,blue block equals twenty and green block equals fifty and purple block equals ten,0,So it's forty one
465,red block equals twenty and blue block equals thirty and purple block equals fifty,0,So it's forty one
466,blue block equals twenty and green block equals twenty and purple block equals thirty,0,So it's forty one
467,red block equals twenty and purple block equals ten and yellow block equals ten,0,Minus one forty nine
468,red block equals thirty and blue block equals thirty and purple block equals forty,0,Minus one forty nine
469,green block equals twenty and purple block equals fifty and yellow block equals thirty,0,Minus one forty nine
470,blue block equals ten and purple block equals fifty and yellow block equals forty,0,Minus one forty nine
471,red block is less than blue block plus yellow block,0,Ok so it's probably meant to be just fifty and was placed differently
472,green block does not equal blue block,0,Ok so it's probably meant to be just fifty and was placed differently
473,blue block equals forty and green block equals ten and yellow block equals forty,0,Ok so it's probably meant to be just fifty and was placed differently
474,red block equals thirty and green block equals twenty and purple block equals twenty,0,Ok so it's probably meant to be just fifty and was placed differently
475,red block equals forty and blue block equals forty and purple block equals forty,0,The red cube is ten grams
476,blue block equals twenty and purple block equals thirty and yellow block equals forty,0,The red cube is ten grams
477,red block equals twenty and purple block equals fifty and yellow block equals forty,0,The red cube is ten grams
478,red block equals forty and blue block equals twenty and green block equals fifty,0,The red cube is ten grams
479,red block equals fifty and purple block equals ten and yellow block equals ten,0,I would say that's equal probably
480,green block equals thirty and purple block equals fifty and yellow block equals thirty,0,I would say that's equal probably
481,red block equals forty and blue block equals thirty and green block equals forty,0,I would say that's equal probably
482,green block equals twenty and purple block equals fifty and yellow block equals twenty,0,I would say that's equal probably
483,blue block equals ten and purple block equals fifty and yellow block equals twenty,0,Yeah it's probably equal
484,green block equals fifty and purple block equals ten and yellow block equals fifty,0,Yeah it's probably equal
485,red block equals ten and blue block equals forty and purple block equals forty,0,Yeah it's probably equal
486,red block equals fifty and blue block equals ten and yellow block equals forty,0,Yeah it's probably equal
487,red block equals forty and green block equals forty and yellow block equals ten,0,So we got ten ten
488,red block is more than blue block plus green block plus purple block plus yellow block,0,So we got ten ten
489,red block equals twenty and blue block equals thirty and purple block equals thirty,0,So we got ten ten
490,red block equals twenty and blue block equals ten and yellow block equals thirty,0,So we got ten ten
491,blue block equals twenty and green block equals thirty and purple block equals ten,0,Definitely not equal
492,red block equals twenty and green block equals fifty and yellow block equals twenty,0,Definitely not equal
493,blue block equals forty and purple block equals ten and yellow block equals twenty,0,Definitely not equal
494,blue block equals purple block,0,Definitely not equal
495,red block equals ten and green block equals ten and yellow block equals twenty,0,That was twenty ten yep
496,red block equals blue block plus purple block,0,That was twenty ten yep
497,blue block equals ten and green block equals fifty and purple block equals ten,0,That was twenty ten yep
498,blue block equals twenty and green block equals fifty and purple block equals twenty,0,That was twenty ten yep
499,red block equals purple block plus yellow block,0,I think yep
500,green block equals thirty and purple block equals ten and yellow block equals fifty,0,I think yep
501,green block equals purple block plus yellow block,0,I think yep
502,blue block equals thirty and purple block equals fifty and yellow block equals thirty,0,I think yep
503,red block equals ten and green block equals twenty and purple block equals fifty,0,I think it's sixty so this one was twenty
504,red block does not equal blue block plus green block plus purple block,0,I think it's sixty so this one was twenty
505,green block equals thirty and purple block equals forty and yellow block equals forty,0,I think it's sixty so this one was twenty
506,green block does not equal fifty,0,I think it's sixty so this one was twenty
507,red block equals forty and green block equals ten and yellow block equals twenty,0,This one was thirty so this should be fifty less
508,green block is more than red block plus blue block plus purple block,0,This one was thirty so this should be fifty less
509,blue block equals fifty and purple block equals twenty and yellow block equals twenty,0,This one was thirty so this should be fifty less
510,red block equals fifty and green block equals ten and purple block equals forty,0,This one was thirty so this should be fifty less
511,red block equals fifty and green block equals forty and purple block equals forty,0,I will tell you that the red cube is ten grams.
512,red block equals ten and blue block equals twenty and purple block equals ten,0,I will tell you that the red cube is ten grams.
513,red block equals ten and blue block equals forty and purple block equals thirty,0,I will tell you that the red cube is ten grams.
514,green block equals red block plus blue block plus purple block,0,I will tell you that the red cube is ten grams.
515,red block equals fifty and blue block equals fifty and purple block equals forty,0,I guess this is like twenty and this is like ten and ten.
516,red block equals forty and green block equals thirty and purple block equals fifty,0,I guess this is like twenty and this is like ten and ten.
517,red block equals thirty and blue block equals twenty and green block equals fifty,0,I guess this is like twenty and this is like ten and ten.
518,green block equals thirty and purple block equals ten and yellow block equals fifty,0,I guess this is like twenty and this is like ten and ten.
519,blue block equals forty and purple block equals fifty and yellow block equals forty,0,It looks like they're fairly equal.
520,red block equals fifty and green block equals fifty and yellow block equals twenty,0,It looks like they're fairly equal.
521,blue block equals fifty and green block equals forty and yellow block equals ten,0,It looks like they're fairly equal.
522,red block equals forty and purple block equals forty and yellow block equals ten,0,It looks like they're fairly equal.
523,blue block equals twenty and green block equals forty and purple block equals fifty,0,Right so then that's twenty these two are ten.
524,red block equals twenty and green block equals twenty and yellow block equals twenty,0,Right so then that's twenty these two are ten.
525,blue block equals forty and green block equals twenty and purple block equals thirty,0,Right so then that's twenty these two are ten.
526,blue block equals ten and purple block equals fifty and yellow block equals twenty,0,Right so then that's twenty these two are ten.
527,blue block equals thirty and green block equals ten and purple block equals ten,0,Yeah they're together.
528,red block equals twenty and blue block equals forty and purple block equals forty,0,Yeah they're together.
529,blue block equals thirty and purple block equals thirty and yellow block equals fifty,0,Yeah they're together.
530,red block equals twenty and green block equals ten and purple block equals forty,0,Yeah they're together.
531,blue block equals forty and purple block equals thirty and yellow block equals thirty,0,I can already tell this one's heavier yeah.
532,red block equals twenty and green block equals forty and yellow block equals fifty,0,I can already tell this one's heavier yeah.
533,blue block equals purple block,0,I can already tell this one's heavier yeah.
534,red block equals forty and blue block equals thirty and yellow block equals ten,0,I can already tell this one's heavier yeah.
535,red block equals ten and purple block equals forty and yellow block equals forty,0,Those are the instructions I suppose
536,red block equals yellow block,0,Those are the instructions I suppose
537,red block equals fifty and blue block equals thirty and green block equals thirty,0,Those are the instructions I suppose
538,blue block equals ten and green block equals twenty and purple block equals fifty,0,Those are the instructions I suppose
539,red block equals twenty and blue block equals forty and green block equals ten,0,no we didn't
540,green block equals fifty and purple block equals thirty and yellow block equals ten,0,no we didn't
541,green block equals fifty and purple block equals ten and yellow block equals twenty,0,no we didn't
542,red block equals thirty and purple block equals forty and yellow block equals ten,0,no we didn't
543,blue block equals twenty and purple block equals twenty and yellow block equals thirty,0,Thirty yeah
544,purple block is less than ten,0,Thirty yeah
545,blue block equals ten and purple block equals thirty and yellow block equals ten,0,Thirty yeah
546,blue block equals thirty and green block equals twenty and purple block equals thirty,0,Thirty yeah
547,green block equals ten and purple block equals fifty and yellow block equals twenty,0,Twenty okay so this one's gonna be fifty okay.
548,red block equals ten and green block equals twenty and yellow block equals thirty,0,Twenty okay so this one's gonna be fifty okay.
549,red block equals fifty and purple block equals twenty and yellow block equals fifty,0,Twenty okay so this one's gonna be fifty okay.
550,yellow block equals green block,0,Twenty okay so this one's gonna be fifty okay.
551,red block equals twenty and blue block equals fifty and purple block equals thirty,0,Oh.
552,yellow block is less than fifty,0,Oh.
553,green block equals fifty and purple block equals thirty and yellow block equals forty,0,Oh.
554,red block equals ten and blue block equals forty and green block equals fifty,0,Oh.
555,red block equals fifty and blue block equals ten and purple block equals forty,0,But there's no like I mean between weights so fifty.
556,blue block equals thirty and purple block equals forty and yellow block equals ten,0,But there's no like I mean between weights so fifty.
557,blue block equals twenty and green block equals forty and purple block equals twenty,0,But there's no like I mean between weights so fifty.
558,blue block equals ten and green block equals fifty and purple block equals ten,0,But there's no like I mean between weights so fifty.
559,red block equals ten and blue block equals forty and green block equals ten,0,This is like less than fifty less than fifty.
560,red block equals ten and blue block equals ten and yellow block equals thirty,0,This is like less than fifty less than fifty.
561,blue block equals forty and purple block equals twenty and yellow block equals forty,0,This is like less than fifty less than fifty.
562,blue block equals forty and green block equals twenty and purple block equals twenty,0,This is like less than fifty less than fifty.
563,yellow block is less than purple block,0,Yeah yeah it's it's almost settled down so it's less than fifty
564,red block equals ten and green block equals twenty and purple block equals fifty,0,Yeah yeah it's it's almost settled down so it's less than fifty
565,red block equals ten and blue block equals fifty and green block equals thirty,0,Yeah yeah it's it's almost settled down so it's less than fifty
566,red block is more than forty,0,Yeah yeah it's it's almost settled down so it's less than fifty
567,red block equals thirty and green block equals forty and purple block equals thirty,0,Oh yeah this is fifty grams 
568,purple block does not equal thirty,0,Oh yeah this is fifty grams 
569,blue block equals forty and green block equals twenty and purple block equals thirty,0,Oh yeah this is fifty grams 
570,red block equals fifty and green block equals fifty and purple block equals thirty,0,Oh yeah this is fifty grams 
571,blue block equals thirty and purple block equals forty and yellow block equals forty,0,Thirty this was twenty and these are tens
572,red block equals forty and blue block equals twenty and purple block equals twenty,0,Thirty this was twenty and these are tens
573,red block equals thirty and blue block equals forty and purple block equals thirty,0,Thirty this was twenty and these are tens
574,red block equals twenty and purple block equals thirty and yellow block equals forty,0,Thirty this was twenty and these are tens
